#Time,pitch(deg),roll(deg),yaw(deg),X-Acceleration(g),Y-Acceleration(g),Z-Acceleration(g),Pressure(Millibars),Temperature(deg C),Humidity(%)
199.134,-6.700,2.354,-105.080,0.983,0.040,0.115,1031.208,33.440,40.328
199.165,-6.699,2.357,-105.081,0.983,0.039,0.114,1031.208,33.386,39.604
199.201,-6.699,2.356,-105.083,0.986,0.039,0.113,1031.207,33.386,39.604
199.232,-6.695,2.355,-105.087,0.988,0.041,0.117,1031.207,33.386,39.604
199.267,-6.694,2.354,-105.088,0.987,0.043,0.117,1031.207,33.386,39.604
199.304,-6.695,2.355,-105.087,0.985,0.040,0.114,1031.205,33.368,39.977
199.336,-6.699,2.355,-105.082,0.985,0.040,0.114,1031.202,33.368,39.977
199.370,-6.698,2.355,-105.077,0.989,0.040,0.115,1031.202,33.368,39.977
199.406,-6.697,2.356,-105.074,0.984,0.041,0.117,1031.200,33.313,40.744
199.438,-6.694,2.354,-105.072,0.983,0.043,0.117,1031.200,33.313,40.744
199.470,-6.694,2.356,-105.064,0.983,0.041,0.117,1031.197,33.313,40.744
199.505,-6.695,2.358,-105.052,0.987,0.038,0.114,1031.194,33.313,40.744
199.542,-6.694,2.355,-105.041,0.987,0.041,0.116,1031.199,33.349,40.127
199.572,-6.692,2.357,-105.032,0.986,0.042,0.118,1031.199,33.349,40.127
199.608,-6.691,2.356,-105.022,0.981,0.042,0.116,1031.199,33.349,40.127
199.643,-6.692,2.356,-105.013,0.986,0.040,0.113,1031.198,33.349,40.127
199.676,-6.689,2.356,-105.006,0.984,0.039,0.117,1031.199,33.277,40.748
199.712,-6.692,2.353,-105.000,0.987,0.040,0.117,1031.198,33.277,40.748
199.743,-6.690,2.350,-105.000,0.988,0.042,0.119,1031.197,33.277,40.748
199.777,-6.693,2.350,-104.993,0.982,0.041,0.116,1031.197,33.277,40.748
199.814,-6.694,2.353,-104.988,0.985,0.039,0.114,1031.195,33.313,41.018
199.845,-6.693,2.354,-104.975,0.984,0.039,0.115,1031.194,33.313,41.018
199.881,-6.691,2.355,-104.965,0.987,0.040,0.118,1031.196,33.313,41.018
199.913,-6.690,2.355,-104.957,0.987,0.042,0.117,1031.197,33.313,41.018
199.949,-6.690,2.356,-104.950,0.984,0.042,0.116,1031.200,33.386,40.309
199.979,-6.691,2.359,-104.946,0.983,0.038,0.113,1031.200,33.386,40.309
200.015,-6.689,2.355,-104.941,0.985,0.040,0.116,1031.203,33.386,40.309
200.050,-6.689,2.356,-104.938,0.986,0.042,0.118,1031.198,33.386,40.309
200.087,-6.689,2.357,-104.931,0.983,0.042,0.117,1031.194,33.422,40.068
200.118,-6.690,2.358,-104.922,0.984,0.040,0.116,1031.191,33.422,40.068
200.154,-6.691,2.357,-104.916,0.987,0.038,0.114,1031.189,33.422,40.068
200.184,-6.690,2.355,-104.915,0.987,0.041,0.116,1031.189,33.422,40.068
200.221,-6.689,2.354,-104.918,0.989,0.042,0.117,1031.186,33.349,40.006
200.256,-6.688,2.354,-104.926,0.983,0.041,0.115,1031.187,33.349,40.006
200.288,-6.684,2.351,-104.931,0.982,0.040,0.113,1031.185,33.349,40.006
200.324,-6.685,2.351,-104.934,0.987,0.039,0.115,1031.185,33.313,40.017
200.356,-6.684,2.348,-104.937,0.987,0.042,0.116,1031.188,33.313,40.017
200.390,-6.683,2.349,-104.936,0.984,0.043,0.117,1031.188,33.313,40.017
200.425,-6.681,2.348,-104.932,0.983,0.043,0.117,1031.191,33.313,40.017
200.458,-6.681,2.351,-104.931,0.983,0.040,0.115,1031.191,33.349,40.445
200.494,-6.684,2.355,-104.930,0.987,0.038,0.115,1031.192,33.349,40.445
200.526,-6.683,2.350,-104.930,0.984,0.041,0.118,1031.192,33.349,40.445
200.561,-6.684,2.349,-104.933,0.982,0.044,0.118,1031.192,33.349,40.445
200.593,-6.687,2.350,-104.929,0.983,0.040,0.115,1031.192,33.349,39.600
200.628,-6.688,2.350,-104.925,0.987,0.039,0.115,1031.195,33.349,39.600
200.664,-6.687,2.352,-104.925,0.988,0.040,0.116,1031.198,33.349,39.600
200.695,-6.686,2.351,-104.930,0.988,0.041,0.118,1031.202,33.349,39.600
200.732,-6.687,2.349,-104.939,0.982,0.042,0.118,1031.203,33.331,39.933
200.763,-6.688,2.352,-104.937,0.982,0.040,0.115,1031.204,33.331,39.933
200.797,-6.690,2.354,-104.941,0.987,0.039,0.115,1031.204,33.331,39.933
200.833,-6.688,2.352,-104.945,0.986,0.040,0.117,1031.205,33.331,39.933
200.869,-6.686,2.350,-104.949,0.985,0.042,0.118,1031.203,33.331,40.931
200.901,-6.688,2.354,-104.953,0.983,0.042,0.114,1031.197,33.331,40.931
200.936,-6.689,2.353,-104.950,0.987,0.040,0.114,1031.193,33.331,40.931
200.968,-6.687,2.354,-104.946,0.990,0.038,0.114,1031.185,33.331,40.931
201.003,-6.684,2.351,-104.948,0.985,0.042,0.117,1031.185,33.313,38.683
201.038,-6.682,2.349,-104.951,0.984,0.042,0.118,1031.188,33.313,38.683
201.069,-6.685,2.350,-104.953,0.982,0.041,0.115,1031.189,33.313,38.683
201.104,-6.686,2.348,-104.960,0.984,0.040,0.114,1031.198,33.313,38.683
201.141,-6.685,2.350,-104.953,0.988,0.040,0.116,1031.196,33.331,38.460
201.173,-6.685,2.345,-104.952,0.984,0.041,0.117,1031.197,33.331,38.460
201.208,-6.686,2.344,-104.952,0.982,0.043,0.117,1031.199,33.331,38.460
201.240,-6.688,2.345,-104.954,0.984,0.040,0.116,1031.199,33.476,40.788
201.275,-6.691,2.344,-104.951,0.987,0.040,0.116,1031.196,33.476,40.788
201.310,-6.693,2.344,-104.951,0.986,0.041,0.116,1031.197,33.476,40.788
201.342,-6.694,2.341,-104.948,0.983,0.042,0.117,1031.205,33.476,40.788
201.379,-6.696,2.341,-104.946,0.983,0.042,0.115,1031.209,33.349,41.333
201.409,-6.697,2.343,-104.945,0.986,0.040,0.114,1031.209,33.349,41.333
201.445,-6.697,2.342,-104.941,0.988,0.040,0.115,1031.217,33.349,41.333
201.480,-6.694,2.343,-104.944,0.986,0.042,0.117,1031.221,33.349,41.333
201.513,-6.695,2.345,-104.942,0.987,0.042,0.117,1031.222,33.295,40.825
201.548,-6.696,2.347,-104.944,0.983,0.041,0.116,1031.225,33.295,40.825
201.580,-6.697,2.349,-104.947,0.981,0.039,0.114,1031.229,33.295,40.825
201.613,-6.698,2.352,-104.949,0.986,0.039,0.115,1031.229,33.295,40.825
201.650,-6.696,2.350,-104.954,0.984,0.041,0.117,1031.233,33.295,40.072
201.682,-6.694,2.348,-104.961,0.986,0.042,0.116,1031.232,33.295,40.072
201.717,-6.692,2.350,-104.960,0.984,0.039,0.115,1031.232,33.295,40.072
201.752,-6.696,2.350,-104.961,0.986,0.039,0.115,1031.233,33.295,40.072
201.785,-6.694,2.350,-104.962,0.987,0.042,0.118,1031.231,33.295,39.308
201.816,-6.696,2.350,-104.959,0.986,0.042,0.118,1031.231,33.295,39.308
201.851,-6.696,2.349,-104.960,0.986,0.040,0.116,1031.234,33.295,39.308
201.887,-6.697,2.349,-104.969,0.986,0.040,0.114,1031.237,33.295,39.308
201.923,-6.696,2.346,-104.974,0.987,0.039,0.115,1031.233,33.277,40.233
201.955,-6.699,2.340,-104.979,0.985,0.042,0.118,1031.233,33.277,40.233
201.990,-6.698,2.341,-104.988,0.982,0.042,0.117,1031.230,33.277,40.233
202.020,-6.700,2.345,-104.993,0.983,0.040,0.114,1031.230,33.277,40.233
202.057,-6.700,2.350,-104.994,0.982,0.038,0.114,1031.229,33.277,40.171
202.092,-6.699,2.348,-104.997,0.986,0.039,0.115,1031.230,33.277,40.171
202.123,-6.695,2.346,-105.001,0.987,0.042,0.119,1031.226,33.277,40.171
202.160,-6.697,2.345,-104.999,0.981,0.042,0.116,1031.227,33.259,39.820
202.192,-6.700,2.345,-104.998,0.983,0.039,0.114,1031.231,33.259,39.820
202.227,-6.700,2.346,-105.002,0.987,0.039,0.115,1031.233,33.259,39.820
202.261,-6.698,2.348,-105.014,0.986,0.041,0.118,1031.233,33.259,39.820
202.297,-6.698,2.349,-105.019,0.981,0.043,0.118,1031.238,33.241,40.178
202.329,-6.701,2.353,-105.019,0.982,0.039,0.114,1031.234,33.241,40.178
202.361,-6.699,2.355,-105.025,0.982,0.039,0.114,1031.232,33.241,40.178
202.396,-6.696,2.357,-105.036,0.986,0.041,0.117,1031.228,33.241,40.178
202.433,-6.697,2.356,-105.043,0.982,0.042,0.119,1031.229,33.313,40.843
202.463,-6.699,2.356,-105.048,0.981,0.042,0.117,1031.229,33.313,40.843
202.498,-6.702,2.355,-105.049,0.985,0.040,0.116,1031.230,33.313,40.843
202.533,-6.703,2.358,-105.049,0.989,0.039,0.116,1031.228,33.313,40.843
202.566,-6.701,2.357,-105.053,0.986,0.040,0.118,1031.230,33.295,39.838
202.602,-6.702,2.353,-105.058,0.983,0.041,0.117,1031.226,33.295,39.838
202.633,-6.698,2.354,-105.058,0.983,0.041,0.115,1031.223,33.295,39.838
202.667,-6.700,2.357,-105.050,0.986,0.038,0.114,1031.223,33.295,39.838
202.704,-6.701,2.352,-105.043,0.986,0.039,0.116,1031.220,33.295,40.203
202.735,-6.700,2.351,-105.040,0.987,0.042,0.118,1031.217,33.295,40.203
202.771,-6.701,2.350,-105.036,0.979,0.042,0.116,1031.220,33.295,40.203
202.806,-6.703,2.350,-105.027,0.983,0.040,0.114,1031.216,33.295,40.203
202.839,-6.702,2.351,-105.021,0.989,0.041,0.115,1031.213,33.386,40.890
202.870,-6.702,2.353,-105.015,0.986,0.041,0.117,1031.213,33.386,40.890
202.905,-6.702,2.350,-105.012,0.986,0.043,0.118,1031.214,33.386,40.890
202.942,-6.701,2.349,-105.012,0.984,0.042,0.115,1031.208,33.349,38.413
202.973,-6.701,2.350,-105.009,0.980,0.039,0.114,1031.206,33.349,38.413
203.009,-6.702,2.349,-105.010,0.988,0.039,0.114,1031.205,33.349,38.413
203.044,-6.700,2.348,-105.015,0.984,0.042,0.118,1031.202,33.349,38.413
203.075,-6.703,2.350,-105.011,0.986,0.042,0.116,1031.202,33.422,39.736
203.111,-6.705,2.348,-105.011,0.985,0.042,0.114,1031.203,33.422,39.736
203.147,-6.703,2.352,-105.015,0.988,0.040,0.115,1031.203,33.422,39.736
203.178,-6.703,2.351,-105.019,0.986,0.041,0.117,1031.198,33.422,39.736
203.215,-6.703,2.349,-105.023,0.981,0.043,0.118,1031.203,33.295,39.769
203.246,-6.705,2.354,-105.021,0.981,0.042,0.116,1031.206,33.295,39.769
203.280,-6.706,2.355,-105.018,0.984,0.038,0.115,1031.206,33.295,39.769
203.315,-6.706,2.356,-105.012,0.987,0.039,0.116,1031.205,33.295,39.769
203.348,-6.705,2.354,-105.011,0.988,0.042,0.118,1031.211,33.331,40.452
203.384,-6.702,2.353,-105.013,0.980,0.043,0.117,1031.214,33.331,40.452
203.416,-6.701,2.356,-105.013,0.983,0.040,0.115,1031.214,33.331,40.452
203.451,-6.702,2.357,-105.012,0.989,0.037,0.114,1031.212,33.331,40.452
203.483,-6.699,2.354,-105.016,0.986,0.041,0.117,1031.212,33.404,40.733
203.518,-6.699,2.357,-105.019,0.984,0.043,0.118,1031.209,33.404,40.733
203.553,-6.698,2.359,-105.020,0.982,0.041,0.116,1031.210,33.404,40.733
203.589,-6.699,2.359,-105.025,0.987,0.039,0.113,1031.210,33.404,40.733
203.622,-6.699,2.359,-105.035,0.988,0.041,0.115,1031.210,33.386,39.264
203.654,-6.700,2.356,-105.039,0.987,0.042,0.118,1031.217,33.386,39.264
203.688,-6.699,2.357,-105.042,0.982,0.043,0.119,1031.217,33.386,39.264
203.724,-6.704,2.356,-105.039,0.986,0.040,0.115,1031.219,33.386,39.264
203.756,-6.705,2.357,-105.041,0.984,0.038,0.116,1031.222,33.349,40.437
203.791,-6.707,2.353,-105.040,0.986,0.041,0.116,1031.222,33.349,40.437
203.823,-6.706,2.351,-105.044,0.988,0.043,0.117,1031.224,33.349,40.437
203.860,-6.707,2.352,-105.043,0.982,0.042,0.116,1031.224,33.277,39.666
203.890,-6.708,2.357,-105.036,0.982,0.040,0.115,1031.224,33.277,39.666
203.926,-6.708,2.358,-105.033,0.985,0.039,0.115,1031.223,33.277,39.666
203.961,-6.706,2.352,-105.035,0.985,0.041,0.118,1031.218,33.277,39.666
203.997,-6.705,2.350,-105.034,0.984,0.043,0.116,1031.217,33.313,39.305
204.029,-6.703,2.356,-105.031,0.984,0.041,0.115,1031.213,33.313,39.305
204.065,-6.705,2.358,-105.027,0.987,0.039,0.116,1031.209,33.313,39.305
204.095,-6.704,2.353,-105.027,0.986,0.042,0.118,1031.209,33.313,39.305
204.131,-6.703,2.354,-105.026,0.985,0.042,0.117,1031.209,33.368,39.469
204.163,-6.701,2.354,-105.022,0.983,0.041,0.114,1031.209,33.368,39.469
204.199,-6.700,2.354,-105.023,0.987,0.040,0.114,1031.203,33.368,39.469
204.234,-6.700,2.353,-105.023,0.989,0.038,0.115,1031.207,33.368,39.469
204.267,-6.695,2.347,-105.028,0.988,0.040,0.118,1031.209,33.313,39.787
204.301,-6.694,2.343,-105.031,0.983,0.042,0.117,1031.209,33.313,39.787
204.336,-6.694,2.341,-105.036,0.986,0.039,0.115,1031.212,33.313,39.787
204.367,-6.698,2.343,-105.037,0.983,0.039,0.115,1031.215,33.313,39.787
204.404,-6.698,2.341,-105.035,0.986,0.039,0.115,1031.217,33.349,39.557
204.436,-6.696,2.338,-105.027,0.988,0.042,0.118,1031.214,33.349,39.557
204.471,-6.697,2.339,-105.019,0.984,0.042,0.115,1031.215,33.349,39.557
204.505,-6.697,2.338,-105.018,0.987,0.040,0.113,1031.215,33.349,39.557
204.538,-6.695,2.341,-105.021,0.987,0.039,0.116,1031.212,33.386,40.784
204.573,-6.696,2.338,-105.018,0.986,0.041,0.119,1031.208,33.386,40.784
204.608,-6.699,2.339,-105.010,0.981,0.043,0.117,1031.208,33.386,40.784
204.641,-6.700,2.343,-105.007,0.983,0.040,0.116,1031.205,33.277,40.784
204.677,-6.704,2.343,-105.001,0.988,0.038,0.117,1031.202,33.277,38.526
204.707,-6.703,2.337,-104.997,0.989,0.040,0.118,1031.202,33.277,38.526
204.742,-6.703,2.338,-104.989,0.983,0.042,0.118,1031.209,33.277,38.526
204.779,-6.704,2.338,-104.979,0.982,0.042,0.116,1031.208,33.331,39.915
204.811,-6.705,2.342,-104.973,0.987,0.041,0.114,1031.209,33.331,39.915
204.846,-6.706,2.345,-104.966,0.991,0.038,0.114,1031.209,33.331,39.915
204.878,-6.703,2.343,-104.965,0.989,0.042,0.116,1031.214,33.331,39.915
204.914,-6.702,2.345,-104.964,0.982,0.041,0.118,1031.214,33.386,38.906
204.945,-6.703,2.343,-104.958,0.982,0.040,0.114,1031.217,33.386,38.906
204.980,-6.703,2.342,-104.960,0.983,0.039,0.114,1031.215,33.386,38.906
205.016,-6.703,2.341,-104.966,0.987,0.040,0.116,1031.217,33.386,38.906
205.049,-6.703,2.340,-104.974,0.987,0.043,0.119,1031.216,33.223,38.124
205.084,-6.704,2.338,-104.978,0.984,0.042,0.117,1031.215,33.223,38.124
205.114,-6.703,2.340,-104.979,0.984,0.040,0.114,1031.215,33.223,38.124
205.150,-6.704,2.341,-104.982,0.986,0.039,0.115,1031.214,33.223,38.124
205.186,-6.701,2.336,-104.987,0.986,0.041,0.118,1031.212,33.295,39.776
205.218,-6.700,2.333,-104.989,0.989,0.041,0.119,1031.216,33.295,39.776
205.253,-6.700,2.334,-104.993,0.986,0.042,0.116,1031.221,33.295,39.776
205.288,-6.702,2.339,-105.001,0.989,0.040,0.114,1031.223,33.295,39.776
205.320,-6.701,2.340,-105.009,0.986,0.040,0.115,1031.223,33.313,39.703
205.355,-6.699,2.338,-105.016,0.985,0.043,0.117,1031.225,33.313,39.703
205.391,-6.698,2.341,-105.017,0.983,0.043,0.118,1031.223,33.313,39.703
205.422,-6.698,2.342,-105.016,0.988,0.039,0.115,1031.226,33.313,39.703
205.459,-6.701,2.342,-105.011,0.989,0.039,0.114,1031.226,33.368,39.224
205.490,-6.699,2.335,-105.013,0.988,0.041,0.116,1031.231,33.368,39.224
205.526,-6.697,2.334,-105.013,0.983,0.042,0.117,1031.232,33.368,39.224
205.557,-6.699,2.333,-105.012,0.985,0.042,0.114,1031.232,33.259,39.224
205.593,-6.700,2.336,-105.009,0.984,0.039,0.114,1031.230,33.259,39.315
205.628,-6.698,2.340,-105.005,0.988,0.039,0.117,1031.228,33.259,39.315
205.660,-6.697,2.337,-105.002,0.990,0.042,0.119,1031.231,33.259,39.315
205.696,-6.697,2.337,-104.993,0.984,0.043,0.117,1031.229,33.277,41.179
205.726,-6.699,2.340,-104.984,0.984,0.041,0.115,1031.229,33.277,41.179
205.762,-6.698,2.340,-104.980,0.984,0.039,0.113,1031.231,33.277,41.179
205.797,-6.697,2.336,-104.981,0.988,0.041,0.116,1031.232,33.277,41.179
205.834,-6.695,2.334,-104.983,0.985,0.042,0.118,1031.233,33.422,39.677
205.866,-6.696,2.336,-104.986,0.984,0.042,0.116,1031.233,33.422,39.677
205.897,-6.696,2.336,-104.991,0.984,0.040,0.115,1031.235,33.422,39.677
205.933,-6.696,2.335,-104.994,0.992,0.039,0.113,1031.231,33.422,39.677
205.968,-6.692,2.333,-105.000,0.987,0.042,0.119,1031.231,33.295,40.920
205.999,-6.693,2.333,-105.000,0.988,0.042,0.119,1031.230,33.295,40.920
206.035,-6.693,2.334,-104.995,0.982,0.041,0.115,1031.231,33.295,40.920
206.070,-6.693,2.339,-104.991,0.988,0.040,0.113,1031.234,33.295,40.920
206.103,-6.689,2.342,-104.992,0.988,0.040,0.115,1031.233,33.277,37.463
206.138,-6.688,2.338,-104.994,0.984,0.042,0.117,1031.233,33.277,37.463
206.168,-6.688,2.339,-104.998,0.987,0.042,0.116,1031.233,33.277,37.463
206.204,-6.688,2.341,-105.002,0.983,0.040,0.115,1031.227,33.277,37.463
206.240,-6.688,2.339,-105.005,0.989,0.038,0.115,1031.227,33.386,40.240
206.272,-6.686,2.338,-105.010,0.988,0.040,0.117,1031.227,33.386,40.240
206.307,-6.686,2.335,-105.013,0.983,0.042,0.118,1031.225,33.386,40.240
206.344,-6.689,2.333,-105.018,0.985,0.042,0.116,1031.227,33.331,40.711
206.374,-6.690,2.337,-105.025,0.988,0.040,0.114,1031.227,33.331,40.711
206.409,-6.688,2.339,-105.033,0.988,0.039,0.116,1031.227,33.331,40.711
206.445,-6.689,2.340,-105.041,0.986,0.043,0.118,1031.228,33.331,40.711
206.478,-6.691,2.344,-105.048,0.984,0.044,0.117,1031.229,33.313,40.251
206.513,-6.693,2.345,-105.052,0.987,0.041,0.116,1031.228,33.313,40.251
206.545,-6.697,2.343,-105.056,0.988,0.040,0.113,1031.229,33.313,40.251
206.579,-6.696,2.345,-105.062,0.988,0.041,0.117,1031.229,33.313,40.251
206.616,-6.691,2.349,-105.071,0.984,0.043,0.118,1031.233,33.204,40.730
206.647,-6.693,2.354,-105.075,0.984,0.041,0.115,1031.232,33.204,40.730
206.683,-6.692,2.353,-105.081,0.987,0.038,0.115,1031.233,33.204,40.730
206.714,-6.690,2.353,-105.088,0.986,0.041,0.115,1031.232,33.204,40.730
206.751,-6.688,2.351,-105.092,0.986,0.041,0.118,1031.233,33.313,41.453
206.781,-6.687,2.353,-105.095,0.984,0.043,0.118,1031.233,33.313,41.453
206.817,-6.690,2.352,-105.094,0.985,0.040,0.115,1031.228,33.313,41.453
206.852,-6.690,2.354,-105.095,0.988,0.040,0.114,1031.229,33.313,41.453
206.885,-6.688,2.352,-105.092,0.986,0.040,0.117,1031.233,33.368,39.922
206.920,-6.689,2.351,-105.083,0.983,0.042,0.119,1031.232,33.368,39.922
206.952,-6.692,2.348,-105.082,0.984,0.042,0.115,1031.231,33.368,39.922
206.985,-6.689,2.349,-105.082,0.986,0.041,0.113,1031.231,33.368,39.922
207.022,-6.686,2.353,-105.081,0.987,0.040,0.115,1031.233,33.349,39.681
207.054,-6.683,2.350,-105.088,0.989,0.041,0.119,1031.233,33.349,39.681
207.090,-6.683,2.348,-105.091,0.983,0.042,0.116,1031.233,33.349,39.681
207.125,-6.686,2.350,-105.092,0.984,0.040,0.116,1031.234,33.349,39.681
207.158,-6.688,2.352,-105.088,0.986,0.039,0.116,1031.235,33.368,40.770
207.189,-6.685,2.350,-105.088,0.986,0.041,0.117,1031.235,33.368,40.770
207.224,-6.684,2.349,-105.087,0.987,0.042,0.118,1031.236,33.368,40.770
207.261,-6.685,2.350,-105.082,0.984,0.042,0.117,1031.240,33.422,39.743
207.292,-6.686,2.351,-105.074,0.982,0.041,0.114,1031.240,33.422,39.743
207.328,-6.687,2.356,-105.067,0.988,0.039,0.116,1031.236,33.422,39.743
207.360,-6.686,2.355,-105.061,0.990,0.042,0.118,1031.234,33.422,39.743
207.395,-6.684,2.355,-105.060,0.984,0.043,0.118,1031.234,33.313,40.225
207.431,-6.687,2.355,-105.061,0.985,0.041,0.115,1031.237,33.313,40.225
207.462,-6.689,2.357,-105.059,0.985,0.039,0.113,1031.238,33.313,40.225
207.497,-6.686,2.358,-105.058,0.987,0.039,0.116,1031.239,33.313,40.225
207.534,-6.686,2.357,-105.058,0.984,0.042,0.118,1031.237,33.349,41.004
207.566,-6.689,2.363,-105.054,0.982,0.042,0.116,1031.237,33.349,41.004
207.601,-6.694,2.364,-105.049,0.985,0.040,0.113,1031.236,33.349,41.004
207.632,-6.691,2.363,-105.047,0.988,0.040,0.115,1031.236,33.349,41.004
207.668,-6.690,2.363,-105.044,0.987,0.042,0.117,1031.235,33.368,41.409
207.700,-6.690,2.361,-105.040,0.986,0.042,0.118,1031.236,33.368,41.409
207.735,-6.693,2.359,-105.035,0.985,0.041,0.116,1031.234,33.368,41.409
207.770,-6.694,2.361,-105.032,0.988,0.039,0.115,1031.234,33.368,41.409
207.802,-6.692,2.364,-105.026,0.987,0.041,0.116,1031.234,33.295,40.382
207.837,-6.690,2.366,-105.024,0.984,0.042,0.117,1031.232,33.295,40.382
207.873,-6.690,2.366,-105.019,0.983,0.042,0.116,1031.231,33.295,40.382
207.904,-6.693,2.367,-105.011,0.984,0.039,0.113,1031.224,33.295,40.382
207.941,-6.693,2.367,-105.003,0.989,0.040,0.115,1031.224,33.386,38.716
207.972,-6.689,2.370,-105.003,0.989,0.041,0.116,1031.220,33.386,38.716
208.006,-6.684,2.368,-105.000,0.982,0.042,0.117,1031.220,33.386,38.716
208.042,-6.686,2.368,-104.997,0.984,0.041,0.116,1031.224,33.386,38.716
208.078,-6.687,2.368,-104.995,0.990,0.039,0.115,1031.220,33.349,40.726
208.110,-6.687,2.364,-104.994,0.987,0.040,0.117,1031.222,33.349,40.726
208.142,-6.686,2.363,-104.995,0.988,0.042,0.117,1031.220,33.349,40.726
208.178,-6.686,2.361,-104.992,0.982,0.041,0.116,1031.220,33.168,39.564
208.209,-6.688,2.363,-104.991,0.982,0.039,0.114,1031.220,33.168,39.564
208.247,-6.688,2.366,-104.996,0.987,0.039,0.116,1031.223,33.168,39.564
208.279,-6.689,2.359,-104.997,0.987,0.041,0.118,1031.225,33.168,39.564
208.316,-6.689,2.358,-104.994,0.983,0.043,0.117,1031.227,33.295,40.441
208.347,-6.689,2.367,-104.987,0.985,0.041,0.115,1031.226,33.295,40.441
208.383,-6.689,2.368,-104.980,0.986,0.038,0.115,1031.225,33.295,40.441
208.413,-6.689,2.362,-104.975,0.986,0.041,0.117,1031.225,33.295,40.441
208.450,-6.689,2.359,-104.969,0.988,0.042,0.118,1031.224,33.331,41.453
208.485,-6.691,2.359,-104.967,0.982,0.043,0.117,1031.222,33.331,41.453
208.517,-6.696,2.360,-104.963,0.982,0.041,0.114,1031.222,33.331,41.453
208.552,-6.698,2.361,-104.960,0.990,0.039,0.115,1031.222,33.331,41.453
208.588,-6.697,2.362,-104.956,0.986,0.041,0.117,1031.222,33.295,39.991
208.620,-6.697,2.359,-104.948,0.984,0.044,0.118,1031.224,33.295,39.991
208.650,-6.698,2.362,-104.939,0.982,0.042,0.115,1031.224,33.295,39.991
208.690,-6.698,2.365,-104.933,0.987,0.040,0.114,1031.225,33.295,39.991
208.722,-6.697,2.360,-104.927,0.989,0.040,0.116,1031.225,33.259,40.057
208.754,-6.692,2.359,-104.924,0.988,0.041,0.119,1031.226,33.259,40.057
208.789,-6.694,2.358,-104.920,0.982,0.042,0.117,1031.227,33.259,40.057
208.825,-6.695,2.357,-104.914,0.985,0.039,0.114,1031.228,33.259,40.057
208.856,-6.694,2.356,-104.912,0.985,0.040,0.115,1031.228,33.313,40.258
208.892,-6.692,2.354,-104.911,0.986,0.042,0.115,1031.227,33.313,40.258
208.927,-6.689,2.354,-104.910,0.982,0.042,0.118,1031.225,33.313,40.258
208.959,-6.693,2.354,-104.909,0.985,0.042,0.115,1031.221,33.313,40.258
208.995,-6.692,2.358,-104.910,0.986,0.041,0.113,1031.219,33.277,38.680
209.027,-6.690,2.358,-104.913,0.987,0.039,0.116,1031.225,33.277,38.680
209.061,-6.688,2.356,-104.915,0.984,0.042,0.117,1031.225,33.277,38.680
209.097,-6.687,2.354,-104.913,0.980,0.042,0.118,1031.228,33.295,40.134
209.129,-6.690,2.356,-104.902,0.985,0.040,0.116,1031.228,33.295,40.134
209.164,-6.691,2.358,-104.894,0.989,0.039,0.115,1031.232,33.295,40.134
209.196,-6.691,2.354,-104.894,0.987,0.042,0.117,1031.238,33.295,40.134
209.232,-6.687,2.354,-104.891,0.984,0.042,0.118,1031.240,33.259,39.860
209.263,-6.690,2.353,-104.891,0.984,0.042,0.114,1031.240,33.259,39.860
209.298,-6.691,2.355,-104.887,0.983,0.039,0.114,1031.244,33.259,39.860
209.333,-6.690,2.355,-104.885,0.987,0.042,0.116,1031.243,33.259,39.860
209.370,-6.689,2.355,-104.886,0.985,0.042,0.118,1031.244,33.295,41.037
209.402,-6.692,2.359,-104.885,0.984,0.043,0.117,1031.241,33.295,41.037
209.437,-6.694,2.360,-104.884,0.986,0.039,0.114,1031.241,33.295,41.037
209.467,-6.694,2.359,-104.881,0.985,0.040,0.115,1031.241,33.295,41.037
209.500,-6.693,2.360,-104.877,0.986,0.041,0.116,1031.241,33.259,40.258
209.531,-6.694,2.358,-104.870,0.987,0.041,0.118,1031.233,33.259,40.258
209.563,-6.694,2.355,-104.870,0.982,0.042,0.117,1031.234,33.259,40.258
209.598,-6.693,2.356,-104.868,0.984,0.042,0.115,1031.229,33.259,40.258
209.630,-6.693,2.357,-104.862,0.983,0.040,0.115,1031.229,33.204,37.810
209.665,-6.692,2.358,-104.861,0.988,0.041,0.116,1031.233,33.204,37.810
